CFF_reference,Class,Spname_common,Species_phylo,habitat,forage_light_level,mode_of_life,mode_of_life_ref,body_mass,body_mass_ref,Method,CFF
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",Malacostraca,caridean shrimp,Heterocarpus_ensifer,demersal,low,sessile_food,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",1.46,"based on mean total length of 15.6cm from sealifebase and the  Scaling relationship based on with -2.3646 b 3.2033 from the data in Kuberan, G., Chakraborty, R.D. and Sarada, P.T., 2022. LengthÐweight relationship (LWR) and condition factor (K) of a deepsea shrimp Heterocarpus chani Li, 2006 (Decapoda: Caridea: Pandalidae) from Southern Coast of Indian EEZ. Thalassas: An International Journal of Marine Sciences, pp.1-9. ",Electrophysiology,16
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,Study Of in thein the ,Janicella_spinicauda,demersal,low,ballistic,based_on_food_items_seabase_mainly_finfish,0.5,"from Romero_Romero, S., Choy, C.A., Hannides, C.C., Popp, B.N. and Drazen, J.C., 2019. Differences in the trophic ecology of micronekton driven by diel vertical migration. Limnology and oceanography, 64(4), pp.1473-1483.",Electrophysiology,31
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,Of Light Adaptation On Talal ,Janicella_spinicauda,demersal,low,ballistic,based_on_food_items_seabase_mainly_finfish,0.5,"from Romero_Romero, S., Choy, C.A., Hannides, C.C., Popp, B.N. and Drazen, J.C., 2019. Differences in the trophic ecology of micronekton driven by diel vertical migration. Limnology and oceanography, 64(4), pp.1473-1483.",Electrophysiology,23
"Meyer-Rochow, VB; Tiang, KM 1984 The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour Meyer-Rochow, VB; Tiang, KM",Malacostraca,New Zealand rock lobster,Jasus_edwardsii,demersal,low,sessile_food,Feeds_on_slow_oving_prey_echinoderms_bivalves_worms,645.5,"Young, M. A., Ierodiaconou, D., Edmunds, M., Hulands, L., & Schimel, A. C. G. (2016). Accounting for habitat and seafloor structure characteristics on southern rock lobster (Jasus edwardsii) assessment in a small marine reserve. Marine Biology, 163(6), 1–13. https://doi.org/10.1007/s00227-016-2914-y",Electrophysiology,60
"Ruck P, Jahn TL (1954) Electrical studies on the compound eye of Ligia occidentalis. J Gen Physiol 37: 825Ð849.",Malacostraca,rock slater ,Ligia_occidentalis,demersal,high,sessile_food,"Eberl, R., 2012. Distribution, habitat and food preferences of sympatric high intertidal isopod species Ligia occidentalis and Ligia pallasii (Ligiidae: Oniscidea). Journal of Natural History, 46(29-30), pp.1779-1797.",0.3,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,120
"Caves, E. M., Frank, T. M., & Johnsen, S. (2016). Spectral sensitivity, spatial resolution and temporal resolution and their implications for conspecific signalling in cleaner shrimp. Journal of Experimental Biology, 219(4), 597–608. https://doi.org/10.1242/jeb.122275",Malacostraca,Pacific cleaner shrimp,Lysmata_amboinensis,demersal,high,sessile_food,"Wicksten, Mary K. 2009. “Interactions with Fishes of Five Species of Lysmata (Decapoda, Caridea, Lysmatidae).” Crustaceana 82(9): 1213–23.",2.23,"Choi, J. Y., Choe, J. R., Koh, J., & Choi, C. Y. (2018). Effects of specific light wavelengths on osmotic stress in the ornamental cleaner shrimp Lysmata amboinensis (De Man, 1888) (Decapoda: Caridea: Lysmatidae). Journal of Crustacean Biology, 38(4), 475–482. https://doi.org/10.1093/jcbiol/ruy047",Electrophysiology,42
"Matsuda, Keishi; Wilder, Marcy N. 2014 Eye structure and function in the giant freshwater prawn Macrobrachium rosenbergii Eye structure and function in the giant freshwater prawn Macrobrachium rosenbergii Matsuda, Keishi; Wilder, Marcy N.",Malacostraca,Rosenbergii Eye  function function t,Macrobrachium_rosenbergii-Australia,demersal,high,ballistic,"Nandlal and Pickering, 2005",200,"Nandlal and Pickering, 2005",Electrophysiology,44.3
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,Northern krill,Meganyctiphanes_norvegica,nektonic,low,ballistic,"feeding_on_copepods_Schmidt, K., 2010. Food and feeding in Northern krill (Meganyctiphanes norvegica Sars). Advances in marine biology, 57, pp.127-171.",0.43,converted dry wieght of 86.72mg to wet mass by assuming 20% conversion,Electrophysiology,41
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",Malacostraca,squat lobsters,Munidopsis_erinacea,demersal,low,sessile_food,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",6,"Based on using 11.6mm carapace length from (Spatial distribution and egg production in squat lobsters (Decapoda: Munididae, Munidopsidae) from the collection of the Museu de Zoologia of the Universidade de S‹o Paulo, Brazil) and the equation used for Eumunida gives 6 grams ",Electrophysiology,12
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,krill,Nematobrachion_boopis,nektonic,low,ballistic,"feeds on copepods Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.072,"Roger, C., 1978. Bioecological sheets on tropical Pacific euphausiids (No. 36). IRD Editions.",Electrophysiology,50
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,krill,Nematobrachion_flexipes,nektonic,low,ballistic,"feeds on copepods Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.038,"Roger, C., 1978. Bioecological sheets on tropical Pacific euphausiids (No. 36). IRD Editions.",Electrophysiology,44
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,krill,Nematobrachion_sexspinosum,nektonic,low,ballistic,"feeds on copepods Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.13,"Roger, C., 1978. Bioecological sheets on tropical Pacific euphausiids (No. 36). IRD Editions.",Electrophysiology,54
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,Study Of in thein the ,Nematobrachion_sexspinosus,nektonic,low,ballistic,"feeds on copepods Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.13,"Roger, C., 1978. Bioecological sheets on tropical Pacific euphausiids (No. 36). IRD Editions.",Electrophysiology,56
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,krill,Nematoscelis_megalops,nektonic,low,ballistic,"based on description from Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.1,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,48
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,deep sea shrimp,Oplophorus_gracilirostris,nektonic,low,ballistic,feeds_on_finfish_and_other_nekton_from_sealifebase,2.6,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,32
"Waterman TH (1981) Polarization sensitivity. In: Autrum H (ed) Handbook of sensory physiology, vol VII/6C. Berlin: Springer. pp. 281Ð469. / Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",Malacostraca,Common hermit crab ,Pagurus_bernhardus,demersal,high,sessile_food,diet_of_sessile_prey-Items,2.81,"Heisterkamp, I. M., Schramm, A., De Beer, D., & Stief, P. (2010). Nitrous oxide production associated with coastal marine invertebrates. Marine Ecology Progress Series, 415, 1–9. https://doi.org/10.3354/meps08727",Electrophysiology,56
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,Pink glass shrimp,Pasiphaea_multidentata,nektonic,low,ballistic,Based_on_ piscivorous_diet_seabase,3.87,based_on_CL_of_2.6_and_allomtery_in_seabase,Electrophysiology,21
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,Pink glass shrimp,Pasiphaea_multidentata,nektonic,low,ballistic,Based_on_ piscivorous_diet_seabase,3.87,based_on_CL_of_2.6_and_allomtery_in_seabase,Electrophysiology,17
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,barrel shrimp,Phronima_sedentaria,nektonic,low,ballistic,"described_as_Phronima is a carnivorous predator feeding mainly on crustaceans, cnidarians, thaliaceans, and chaetognaths in Diebel, C.E., 1988. Observations on the anatomy and behavior of Phronima sedentaria (Forskal)(Amphipoda: Hyperiidea). Journal of crustacean biology, 8(1), pp.79-90",0.249,Elder et al 2015 Ecophysiological implications of vertical migration into oxygen minimum zones for the hyperiid amphipod Phronima sedentaria,Electrophysiology,27
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,Okinosuji shrimp,Plesionika_rossignoli,nektonic,low,ballistic,"from descriptions across genus in Fanelli, E. and Cartes, J.E., 2004. Feeding habits of pandalid shrimps in the Alboran Sea (SW Mediterranean): influence of biological and environmental factors. Marine Ecology Progress Series, 280, pp.227-238.",0.07,"Fischer, W., Bianchi, G., & Scott, W. B. (1981). FAO Species Identification Sheets for Fishery Purposes, Eastern Central Atlantic. Department of Fisheries and Oceans, Canada, 6, 1–304. https://www.ptonline.com/articles/how-to-get-better-mfi-results",Electrophysiology,14
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,prawn,Sergestes_arcticus,nektonic,low,ballistic,"Feeds_on_copepods_and_chaetognaths_Sealife_base_	Squires, H.J. 1996 Decapod crustaceans of Newfoundland, Labrador and the Canadian eastern Arctic. Fish. Res. Board Can., Manuscr. Rep. Ser. (Biol.) 810:212 p.",1.54,mean of genus from Donnelly et al 1993,Electrophysiology,21
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,prawn,Sergestes_arcticus,demersal,low,ballistic,Feeds on calanoid copepods and chaetognaths_seabase,0.29,from_mean_of_0.95cm_from_seabase_scaling,Electrophysiology,17
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,prawn,Sergia_filicta,nektonic,low,sessile_food,comeback,1.011,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,Electrophysiology,25
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,prawn,Sergia_filicta,nektonic,low,ballistic,comeback,1.011,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,Electrophysiology,24
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,prawn,Sergia_grandis,nektonic,low,ballistic,comeback,1.8,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,Electrophysiology,22
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,krill,Stylocheiron_maximum,nektonic,low,ballistic,"based on description from Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.1,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,44
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",Malacostraca,krill,Stylocheiron_maximum,nektonic,low,ballistic,"based on description from Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.1,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,40
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,krill,Stylocheiron_maximum,nektonic,low,ballistic,"feeds on copepods Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",0.048,"Roger, C., 1978. Bioecological sheets on tropical Pacific euphausiids (No. 36). IRD Editions.",Electrophysiology,36
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",Malacostraca,spiny tailed shrim,Systellaspis_debilis,nektonic,low,ballistic,feeds_on_other_eupahsipds_from_sealife_base,5.43,from CL length of 1.7 and length weight from sealifebase,Electrophysiology,21
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",Malacostraca,spiny tailed shrim,Systellaspis_debilis,nektonic,low,ballistic,based_on_food_items_including_cephlopods_seabase,1.2,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Electrophysiology,21
"Caves, E. M., Frank, T. M., & Johnsen, S. (2016). Spectral sensitivity, spatial resolution and temporal resolution and their implications for conspecific signalling in cleaner shrimp. Journal of Experimental Biology, 219(4), 597–608. https://doi.org/10.1242/jeb.122275",Malacostraca,Red white cleaner shrimp,Urocaridella_antonbruunii,demersal,high,sessile_food,"Horká, Ivona et al. 2018. “Multiple Origins and Strong Phenotypic Convergence in Fish-Cleaning Palaemonid Shrimp Lineages.” Molecular Phylogenetics and Evolution 124(July 2017): 71–81.",0.35,"Based on weight of sister species of same size, taken from Bharathi, S., Jayakumar, T. K. T., Kumar, T. T. A., & Lal, K. K. (2023). Embryonic development of the ornamental shrimp, Urocaridella arabianensis Akash et al., 2020. Indian Journal of Geo-Marine Sciences, 52(8), 402–406. https://doi.org/10.56042/ijms.v52i08.11024",Electrophysiology,40
"Coile, C.; Politz, C. H.; Smith, J. C. 1989 Behavioral Determination of Critical Flicker Fusion in Dogs Behavioral Determination of Critical Flicker Fusion in Dogs Coile, C.; Politz, C. H.; Smith, J. C.",Mammalia,Domestic dog,Canis_lupus,terrestrial,high,pursuit,Handbook_of_mammals_of_the_world,13900,"Coile DC, Pollitz CH, Smith JC (1989) Behavioral determination of critical flicker fusion in dogs. Physiol Behav 45: 1087Ð1092.",Behavioural,84
"Dodt, E.; Wirth, A.  1953 Differentiation between rods and cones by flicker electroretinography in pigeon and guinea pig Differentiation between rods and cones by flicker electroretinography in pigeon and guinea pig Dodt, E.; Wirth, A. ",Mammalia,Guinea Pig,Cavia_porcellus,terrestrial,low,sessile_food,Handbook_of_mammals_of_the_world,629,amniote,Electrophysiology,47.5
"Horsten, G. P. M., & E, W. J. (1962). Comparison of critical fusion frequency in diurnal and nocturnal retina of vertebrates. Archives Internationales de Physiologie El de Biochimie, 70(5), 660–670.",Mammalia,European hedgehog,Erinaceus_europaeus,terrestrial,low,sessile_food,"Haigh, A. J. (2011). The Ecology of the European hedgehog (Erinaceus europaeus) in rural Ireland. In PhD Thesis, University College Cork (Issue March).",778,amniote,Electrophysiology,30
"VANTOI, V; RIVA, CE 1995 VARIATIONS OF BLOOD-FLOW AT OPTIC-NERVE HEAD INDUCED BY SINUSOIDAL FLICKER STIMULATION IN CATS VARIATIONS OF BLOOD-FLOW AT OPTIC-NERVE HEAD INDUCED BY SINUSOIDAL FLICKER STIMULATION IN CATS VANTOI, V; RIVA, CE",Mammalia,House cat,Felis_silvestris,terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,Electrophysiology,75
"LANKHEET, MJM; VANWEZEL, RJA; VANDEGRIND, WA 1991 LIGHT ADAPTATION AND FREQUENCY TRANSFER PROPERTIES OF CAT HORIZONTAL CELLS LIGHT ADAPTATION AND FREQUENCY TRANSFER PROPERTIES OF CAT HORIZONTAL CELLS LANKHEET, MJM; VANWEZEL, RJA; VANDEGRIND, WA",Mammalia,House cat,Felis_silvestris,terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,Electrophysiology,70
"Loop, M. S.; Berkeley, M. A.  1975 Temporal modulation sensitivity of the cat Ñ I: Behavioral measures Temporal modulation sensitivity of the cat Ñ I: Behavioral measures Loop, M. S.; Berkeley, M. A. ",Mammalia,House cat,Felis_silvestris,terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,Behavioural,47.5
"Rager, G; Singer, W 1998 The response of cat visual cortex to flicker stimuli of variable frequency The response of cat visual cortex to flicker stimuli of variable frequency Rager, G; Singer, W",Mammalia,House cat,Felis_silvestris,terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,Behavioural,40
"Haarlem, C.S., O’Connell, R.G., Mitchell, K.J. and Jackson, A.L., 2024. The speed of sight: Individual variation in critical flicker fusion thresholds. Plos one, 19(4), p.e0298007.",Mammalia,humans,Homo_sapiens,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,62035,amniote,Electrophysiology,65
"SPEAR, PD; MOORE, RJ; KIM, CBY; XUE, JT; TUMOSA, N 1994 EFFECTS OF AGING ON THE PRIMATE VISUAL-SYSTEM - SPATIAL AND TEMPORAL PROCESSING BY LATERAL GENICULATE NEURONS IN YOUNG-ADULT AND OLD RHESUS-MONKEYS EFFECTS OF AGING ON THE PRIMATE VISUAL-SYSTEM - SPATIAL AND TEMPORAL PROCESSING BY LATERAL GENICULATE NEURONS IN YOUNG-ADULT AND OLD RHESUS-MONKEYS SPEAR, PD; MOORE, RJ; KIM, CBY; XUE, JT; TUMOSA, N",Mammalia,Rhesus macaque,Macaca_mulatta,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,6614,amniote,Electrophysiology,23.4
"Yuan, Nini; Liang, Zhen; Yang, Yun; Li, Guangxing; Zhou, Yifeng 2014 Changes of spatial and temporal frequency tuning properties of neurons in the middle temporal area of aged rhesus monkeys Changes of spatial and temporal frequency tuning properties of neurons in the middle temporal area of aged rhesus monkeys Yuan, Nini; Liang, Zhen; Yang, Yun; Li, Guangxing; Zhou, Yifeng",Mammalia,Rhesus macaque,Macaca_mulatta,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,6614,amniote,Electrophysiology,21.9
"Stavros, Kara A.; Kiorpes, Lynne 2008 Behavioral measurement of temporal contrast sensitivity development in macaque monkeys (Macaca nemestrina) Behavioral measurement of temporal contrast sensitivity development in macaque monkeys (Macaca nemestrina) Stavros, Kara A.; Kiorpes, Lynne",Mammalia,Southern pig-tailed macaque,Macaca_nemestrina,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,7603.39,amniote,Behavioural,69
"Salelkar, Siddhesh; Ray, Supratim 2020 Interaction between steady-state visually evoked potentials at nearby flicker frequencies Interaction between steady-state visually evoked potentials at nearby flicker frequencies Salelkar, Siddhesh; Ray, Supratim",Mammalia,Barbary macaque,Macaca_radiata,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,5132.245,amniote,Electrophysiology,50
"Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying 2015 The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying",Mammalia,Mongolian gerbil,Meriones_unguiculatus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,58.1,amniote,Electrophysiology,55
"Nusinowitz, S.; Ridder, W. H., III; Ramirez, J. 2007 Temporal response properties of the primary and secondary rod-signaling pathways in normal and Gnat2 mutant mice Temporal response properties of the primary and secondary rod-signaling pathways in normal and Gnat2 mutant mice Nusinowitz, S.; Ridder, W. H., III; Ramirez, J.",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Electrophysiology,57
"Ridder, WH; Nusinowitz, S 2006 The visual evoked potential in the mouse - Origins and response characteristics The visual evoked potential in the mouse - Origins and response characteristics Ridder, WH; Nusinowitz, S",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Electrophysiology,41.3
"Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo 2019 Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Behavioural,41
"Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo 2019 Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Electrophysiology,36
"Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying 2015 The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Electrophysiology,36
"Gresh, J; Goletz, PW; Crouch, RK; Rohrer, B 2003 Structure-function analysis of rods and cones in juvenile, adult, and aged C57BL/6 and Balb/c mice Structure-function analysis of rods and cones in juvenile, adult, and aged C57BL/6 and Balb/c mice Gresh, J; Goletz, PW; Crouch, RK; Rohrer, B",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_birds_of_the_world,20.5,amniote,Electrophysiology,30
"Nomura, Yuichiro; Ikuta, Shohei; Yokota, Satoshi; Mita, Junpei; Oikawa, Mami; Matsushima, Hiroki; Amano, Akira; Shimonomura, Kazuhiro; Seya, Yasuhiro; Koike, Chieko 2019 Evaluation of critical flicker-fusion frequency measurement methods using a touchscreen-based visual temporal discrimination task in the behaving mouse Evaluation of critical flicker-fusion frequency measurement methods using a touchscreen-based visual temporal discrimination task in the behaving mouse Nomura, Yuichiro; Ikuta, Shohei; Yokota, Satoshi; Mita, Junpei; Oikawa, Mami; Matsushima, Hiroki; Amano, Akira; Shimonomura, Kazuhiro; Seya, Yasuhiro; Koike, Chieko",Mammalia,House mouse,Mus_musculus,terrestrial,low,sessile_food,Handbook_Mammals_of_the_world,20.5,amniote,Behavioural,13.6
"Ioshimoto, Gabriela Lourencon; Camargo, Amanda Alves; Passos Liber, Andre Mauricio; Nagy, Balazs Vince; Damico, Francisco Max; Ventura, Dora Fix 2018 Comparison between albino and pigmented rabbit ERGs Comparison between albino and pigmented rabbit ERGs Ioshimoto, Gabriela Lourencon; Camargo, Amanda Alves; Passos Liber, Andre Mauricio; Nagy, Balazs Vince; Damico, Francisco Max; Ventura, Dora Fix",Mammalia,English butterfly rabbit,Oryctolagus_cuniculus,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,1900,amniote,Electrophysiology,30
"Ezra-Elia, Raaya; Banin, Eyal; Honig, Hen; Rosov, Alexander; Obolensky, Alexey; Averbukh, Edward; Hauswirth, William W.; Gootwine, Elisha; Ofri, Ron 2014 Flicker cone function in normal and day blind sheep: a large animal model for human achromatopsia caused by CNGA3 mutation Flicker cone function in normal and day blind sheep: a large animal model for human achromatopsia caused by CNGA3 mutation Ezra-Elia, Raaya; Banin, Eyal; Honig, Hen; Rosov, Alexander; Obolensky, Alexey; Averbukh, Edward; Hauswirth, William W.; Gootwine, Elisha; Ofri, Ron",Mammalia,Sheep,Ovis_aries,terrestrial,high,sessile_food,Handbook_of_mammals_of_the_world,110000,amniote,Electrophysiology,80
"Smith, E.L.; Witzel, D. A.; Pitts, D. G. 1976 THE WAVEFORM AND SCOTOPIC CFF OF THE SHEEP ELECTRORETINOGRAM THE WAVEFORM AND SCOTOPIC CFF OF THE SHEEP ELECTRORETINOGRAM Smith, E.L.; Witzel, D. A.; Pitts, D. G.",Mammalia,Dealine-Merino cross sheep,Ovis_aries,terrestrial,high,sessile_food,Handbook_Mammals_of_the_world,110000,amniote,Electrophysiology,60
